src_image_path,task,model_path_1,model_path_2,model_path_3,model_1,model_2,model_3
https://storage.googleapis.com/image-transcreation/part2/stories/toto.jpg,"Toto learns to plant herbs too.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_toto.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_toto.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_toto.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/my_home.jpg,"I live here with my whole family.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_my_home.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_my_home.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_my_home.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/mepu.jpg,"On Monday they climbed a mountain.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_mepu.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_mepu.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_mepu.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/naughty_or_not.jpg,"Yes you are a good boy.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_naughty_or_not.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_naughty_or_not.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_naughty_or_not.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/pig.jpg,"How are we going to get there?",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_pig.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_pig.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_pig.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/cake.jpg,"Elly cut the cake into 8 pieces.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_cake.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_cake.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_cake.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/cat_and_dog_and_the_yam.jpg,"This is Cat.This is Dog.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_cat_and_dog_and_the_yam.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_cat_and_dog_and_the_yam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_cat_and_dog_and_the_yam.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/hamo_os_du_ut.jpg,"While she was weeding he played in a pond.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_hamo_os_du_ut.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_hamo_os_du_ut.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_hamo_os_du_ut.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/asi_uli.jpg,"My skin is brown. A frog's skin is green.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_asi_uli.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_asi_uli.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_asi_uli.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/o_rain_come.jpg,"Lilato fanned herself.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_o_rain_come.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_o_rain_come.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_o_rain_come.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/let_s_go.jpg,". . . I smell dirty socks.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_let_s_go.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_let_s_go.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_let_s_go.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/importance_of_trees.jpg,"Everyday he looked up to the sky for rain.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_importance_of_trees.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_importance_of_trees.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_importance_of_trees.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/i_spy_shapes.jpg,"I am a square!",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_i_spy_shapes.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_i_spy_shapes.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_i_spy_shapes.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/19-friends.jpg,"We play in the river.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_19-friends.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_19-friends.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_19-friends.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/helping_others.jpg,"On Tuesday Mama helped me.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_helping_others.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_helping_others.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_helping_others.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/nakitto_at_school.jpg,"She entered a new class and met new friends.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_nakitto_at_school.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_nakitto_at_school.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_nakitto_at_school.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/butandwa_eyakabi.jpg,"A big truck was driving down the hill.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_butandwa_eyakabi.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_butandwa_eyakabi.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_butandwa_eyakabi.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/annoying_mosquito.jpg,"“Who is there?” I ask sleepily.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_annoying_mosquito.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_annoying_mosquito.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_annoying_mosquito.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/homes.jpg,"This home is on the coast.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_homes.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_homes.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_homes.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/my_very_own_scooter.jpg,"Hmmm... They look like wheels.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_my_very_own_scooter.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_my_very_own_scooter.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_my_very_own_scooter.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/who_colored_the_clouds.jpg,"Oh no! Then who coloured the clouds?",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_who_colored_the_clouds.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_who_colored_the_clouds.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_who_colored_the_clouds.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/i_feel.jpg,"Sad",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_i_feel.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_i_feel.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_i_feel.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/apa_m_ba_serbisu.jpg,"On Tuesday Daddy rode a bicycle to work.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_apa_m_ba_serbisu.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_apa_m_ba_serbisu.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_apa_m_ba_serbisu.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/pinky.jpg,"She goes to school daily with her mother.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_pinky.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_pinky.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_pinky.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/chingoo_s_ching_ching.jpg,"Bangles?No",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_chingoo_s_ching_ching.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_chingoo_s_ching_ching.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_chingoo_s_ching_ching.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/jojo_and_cow.jpg,"Jojo living with his mother and a milk cow.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_jojo_and_cow.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_jojo_and_cow.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_jojo_and_cow.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/school.jpg,"At school she played with lots of friends.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_school.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_school.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_school.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/greed.jpg,"They looked delicious.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_greed.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_greed.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_greed.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/baraka's_school_schedule.jpg,"She washes her face and brushes her teeth.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_baraka's_school_schedule.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_baraka's_school_schedule.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_baraka's_school_schedule.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/don_likes_bats_and_frogs.jpg,"Don likes big frogs.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_don_likes_bats_and_frogs.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_don_likes_bats_and_frogs.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_don_likes_bats_and_frogs.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/soccer_game_is_good.jpg,"Maliki is teaching us soccer are you interested too?",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_soccer_game_is_good.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_soccer_game_is_good.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_soccer_game_is_good.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/mama__what’s_for_dinner.jpg,"“Hurry Thabo. Mama is making lunch ” calls Tumi",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_mama__what’s_for_dinner.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_mama__what’s_for_dinner.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_mama__what’s_for_dinner.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/my_family.jpg,"My mother is reading a Bible.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_my_family.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_my_family.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_my_family.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/hơmư̆.jpg,"Mice squeak.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_hơmư̆.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_hơmư̆.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_hơmư̆.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/reba_wants_ice_cream.jpg,"reba loved ice cream.mmm... ice cream!",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_reba_wants_ice_cream.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_reba_wants_ice_cream.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_reba_wants_ice_cream.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/yes_you_can!.jpg,"Khutso shouts “I want to be a cook!”",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_yes_you_can!.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_yes_you_can!.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_yes_you_can!.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/where_do_these_ants_go.jpg,"They go up the shelf to eat biscuits.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_where_do_these_ants_go.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_where_do_these_ants_go.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_where_do_these_ants_go.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/happy_and_sad.jpg,"I think she is hungry.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_happy_and_sad.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_happy_and_sad.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_happy_and_sad.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/tiu_id_nor_solaia_id.jpg,"The snake crawled up to the bench.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_tiu_id_nor_solaia_id.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_tiu_id_nor_solaia_id.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_tiu_id_nor_solaia_id.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/my_body.jpg,"I can jump with it.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_my_body.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_my_body.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_my_body.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/different_people_with_different_hair.jpg,"Nandi has plated hair. She looks smart too.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_different_people_with_different_hair.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_different_people_with_different_hair.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_different_people_with_different_hair.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/la_pata_lupita.jpg,"She jumped high. Six feet she jumped.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_la_pata_lupita.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_la_pata_lupita.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_la_pata_lupita.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/milk_is_good.jpg,"Dad is cooking porridge mixed with milk for breakfast.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_milk_is_good.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_milk_is_good.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_milk_is_good.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/learning_at_home.jpg,"Learning at Home",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_learning_at_home.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_learning_at_home.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_learning_at_home.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/wiar_kobit-19.jpg,"Avoid touching eyes nose and mouth.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_wiar_kobit-19.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_wiar_kobit-19.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_wiar_kobit-19.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/cat_and_dog_and_the_egg.jpg,"Cat and Dog walk. They walk in their village.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_cat_and_dog_and_the_egg.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_cat_and_dog_and_the_egg.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_cat_and_dog_and_the_egg.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/my_face_tells_a_story.jpg,"My face can be worried.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_my_face_tells_a_story.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_my_face_tells_a_story.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_my_face_tells_a_story.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/monu_was_lost_and_found!.jpg,"He loved playing with his friends.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_monu_was_lost_and_found!.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_monu_was_lost_and_found!.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_monu_was_lost_and_found!.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/different_abilities.jpg,"Agnes uses crutches to walk.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_different_abilities.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_different_abilities.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_different_abilities.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/lara_the_yellow_ladybird.jpg,"Lara the Yellow Ladybird",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_lara_the_yellow_ladybird.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_lara_the_yellow_ladybird.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_lara_the_yellow_ladybird.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/friends.jpg,"I have four friends.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_friends.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_friends.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_friends.png,cap-retrieve,e2e-instruct,cap-edit
