src_image_path,tgt_image_path,caption,llm_edit,retrieved_caption
https://storage.googleapis.com/image-transcreation/part2/stories/tingi_and_the_cows.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_tingi_and_the_cows.jpg,"a drawing of a woman petting a cow","a picture of a woman feeding a cow with a smile on her face","Kit de Manicure em Patchglue com Cláudia Ferreira | Vitrine do Artesanato na TV"
https://storage.googleapis.com/image-transcreation/part2/stories/basara.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_basara.jpg,"a drawing of a woman holding a bag","a picture of a woman carrying a purse","clutch-miu-miu-matelasse-leather-wristlet-off-white"
https://storage.googleapis.com/image-transcreation/part2/stories/toto.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_toto.jpg,"a cartoon of a little girl in a garden","a drawing of a little girl in a garden in Brazil","Estela; Princesa do Céu; livro de Marie-Louise Gay"
https://storage.googleapis.com/image-transcreation/part2/stories/my_home.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_my_home.jpg,"a drawing of a man reading a newspaper","a picture of a man reading a newspaper in Brazil","Jornal concorre na categoria International Newspaper of The Year (Reprodu��o)"
https://storage.googleapis.com/image-transcreation/part2/stories/mepu.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_mepu.jpg,"a drawing of two boys on skateboards walking down a path","a drawing of two boys on skateboards walking down a path in Brazil","Charges O Imparcial"
https://storage.googleapis.com/image-transcreation/part2/stories/naughty_or_not.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_naughty_or_not.jpg,"a woman in a green sari sweeping the floor","a woman in a green dress sweeping the floor in Brazil","TV Senado bate recorde de audiência no YouTube com julgamento do impeachment"
https://storage.googleapis.com/image-transcreation/part2/stories/pig.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_pig.jpg,"a pig and a dog standing next to each other","a pig and a dog standing side by side, like good friends do in Brazil","'IX – WEBINAR ''GUARDA DE ANIMAIS'''"
https://storage.googleapis.com/image-transcreation/part2/stories/cake.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_cake.jpg,"a person is cutting a cake with a pair of scissors","A person is slicing a cake with a pair of scissors, just like they do at birthday parties in Brazil","diy-destroyed-tee-blog-ela-inspira-4"
https://storage.googleapis.com/image-transcreation/part2/stories/cat_and_dog_and_the_yam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_cat_and_dog_and_the_yam.jpg,"a cartoon cat and dog standing next to each other","a cartoon jaguar and capybara standing next to each other","6e07ac6b4 ALL STAR CHUCK TAYLOR JEANS DESTROYED BLUE"
https://storage.googleapis.com/image-transcreation/part2/stories/hamo_os_du_ut.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_hamo_os_du_ut.jpg,"a drawing of a boy jumping into a pond","a picture of a boy diving into a lagoon","Fun and pictures under water"
https://storage.googleapis.com/image-transcreation/part2/stories/asi_uli.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_asi_uli.jpg,"a drawing of a boy and a frog","a sketch of a boy and a frog in Brazil","VIAGENS CIENTÍFICAS; AS - AS AVENTURAS DO ZEZÉ"
https://storage.googleapis.com/image-transcreation/part2/stories/o_rain_come.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_o_rain_come.jpg,"a drawing of a young girl holding a fan","a picture of a little girl holding a colorful fan, dressed in traditional Brazilian clothing","Carnaval Ensino Fundamental"
https://storage.googleapis.com/image-transcreation/part2/stories/let_s_go.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_let_s_go.jpg,"a drawing of a boy and a girl in a storybook","a picture of a boy and a girl in a Brazilian children's book","Estela; Princesa do Céu; livro de Marie-Louise Gay"
https://storage.googleapis.com/image-transcreation/part2/stories/importance_of_trees.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_importance_of_trees.jpg,"a drawing of a man looking at a cloud","a picture of a man gazing at a fluffy cloud in the sky","6e07ac6b4 ALL STAR CHUCK TAYLOR JEANS DESTROYED BLUE"
https://storage.googleapis.com/image-transcreation/part2/stories/i_spy_shapes.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_i_spy_shapes.jpg,"a little girl standing on a rug in a living room","a little girl standing on a colorful rug in a cozy sala","kid girl reading story for teddy bear"
https://storage.googleapis.com/image-transcreation/part2/stories/19-friends.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_19-friends.jpg,"two boys playing a game of catch on the beach","two boys playing a game of futebol de praia on the beach","Montes Claros - Começam as quartas de final do Campeonato Rural de Montes Claros"
https://storage.googleapis.com/image-transcreation/part2/stories/helping_others.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_helping_others.jpg,"a cartoon of a man combing a child's hair","a cartoon of a father combing his daughter's hair in Brazil","charge cultura"
https://storage.googleapis.com/image-transcreation/part2/stories/nakitto_at_school.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_nakitto_at_school.jpg,"a group of children sitting at desks in a classroom","a group of children sitting at desks in a classroom in Brazil","Escola municipal de Maceió testa aplicativo de combate ao bullying"
https://storage.googleapis.com/image-transcreation/part2/stories/butandwa_eyakabi.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_butandwa_eyakabi.jpg,"a cartoon of a man and a woman on the side of the road","a drawing of a man and a woman on the side of a street in Brazil","charge cultura"
https://storage.googleapis.com/image-transcreation/part2/stories/annoying_mosquito.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_annoying_mosquito.jpg,"a cartoon illustration of a child sleeping in a bed","a cartoon illustration of a child sleeping in a hammock in Brazil","VIAGENS CIENTÍFICAS; AS - AS AVENTURAS DO ZEZÉ"
https://storage.googleapis.com/image-transcreation/part2/stories/homes.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_homes.jpg,"a drawing of two men standing in front of a hut","a picture of two men standing in front of a small house in a Brazilian village","FAZENDA PECURIA SUL BA"
https://storage.googleapis.com/image-transcreation/part2/stories/my_very_own_scooter.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_my_very_own_scooter.jpg,"a cartoon of a boy with glasses looking at a piece of paper","a drawing of a boy wearing glasses, reading a piece of paper, in a Brazilian storybook for children","cartas-a-quien-pretende-ensenar-2-9786070302435"
https://storage.googleapis.com/image-transcreation/part2/stories/who_colored_the_clouds.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_who_colored_the_clouds.jpg,"a cartoon illustration of a squirrel flying a kite","a cartoon illustration of a squirrel flying a kite over the beautiful beaches of Brazil","VIAGENS CIENTÍFICAS; AS - AS AVENTURAS DO ZEZÉ"
https://storage.googleapis.com/image-transcreation/part2/stories/i_feel.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_i_feel.jpg,"a cartoon of a black woman with dreadlocks","a cartoon of a woman with curly hair and a traditional Brazilian head wrap","charge cultura"
https://storage.googleapis.com/image-transcreation/part2/stories/apa_m_ba_serbisu.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_apa_m_ba_serbisu.jpg,"a drawing of a man riding a bike","a picture of a man riding a bicycle in Brazil","Avenida Paulista: alternativa de lazer para os paulistanos Background"
https://storage.googleapis.com/image-transcreation/part2/stories/pinky.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_pinky.jpg,"a cartoon of a little girl holding hands with a woman","a cartoon of a little girl holding hands with her mãe","Grandma's Hurrying Child"
https://storage.googleapis.com/image-transcreation/part2/stories/chingoo_s_ching_ching.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_chingoo_s_ching_ching.jpg,"a picture of a girl combing her hair with a comb","a drawing of a girl brushing her hair with a hairbrush","Blog Protection For Beauty"
https://storage.googleapis.com/image-transcreation/part2/stories/jojo_and_cow.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_jojo_and_cow.jpg,"a man feeding a cow from a bowl","a man giving a cow food from a bowl in Brazil","30.ago.2014 - O candidato ao Senado Cesar Maia se reúne com moradores da Vila Kosmos; zona Norte do Rio de Janeiro; neste sábado (30)"
https://storage.googleapis.com/image-transcreation/part2/stories/school.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_school.jpg,"a children's book about ladybugs and their friends","a children's book about joaninhas and their amigos","VIAGENS CIENTÍFICAS; AS - AS AVENTURAS DO ZEZÉ"
https://storage.googleapis.com/image-transcreation/part2/stories/greed.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_greed.jpg,"a picture of three children standing in front of a basket of fruit","a drawing of three Brazilian children standing in front of a basket of tropical fruits","Frutos do Mar"
https://storage.googleapis.com/image-transcreation/part2/stories/baraka's_school_schedule.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_baraka's_school_schedule.jpg,"a drawing of a boy and a girl washing their hands","a picture of a boy and a girl washing their hands in Brazil","ENDOMARKETING_900px_MPBA_ECO KIDS"
https://storage.googleapis.com/image-transcreation/part2/stories/don_likes_bats_and_frogs.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_don_likes_bats_and_frogs.jpg,"a dog and a frog in a storybook","a dog and a frog in a Brazilian folktale","Manejo Integrado de Pragas"
https://storage.googleapis.com/image-transcreation/part2/stories/soccer_game_is_good.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_soccer_game_is_good.jpg,"a drawing of a man standing in front of a group of children","a picture of a man standing in front of a group of Brazilian children","movimento brasil livre impeachment tom martins"
https://storage.googleapis.com/image-transcreation/part2/stories/mama__what’s_for_dinner.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_mama__what’s_for_dinner.jpg,"a drawing of a village with many colorful houses","a picture of a small town with vibrant houses in Brazil","joinville_103"
https://storage.googleapis.com/image-transcreation/part2/stories/my_family.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_my_family.jpg,"a woman sitting on a bench reading a book","a woman sitting on a bench reading a book, surrounded by the vibrant colors of Brazil","https://retomada.turismo.gov.br/wp-content/uploads/2020/12/FB_PARCEIROS_Cards_Estados_A_BA-Salvador.jpg"
https://storage.googleapis.com/image-transcreation/part2/stories/hơmư̆.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_hơmư̆.jpg,"a picture of a mouse and a chicken with a speech bubble","a picture of a mouse and a chicken with a speech bubble, both wearing traditional Brazilian costumes","LENDAS E MITOS Are you Brazilian. No; I am not Brazilian."
https://storage.googleapis.com/image-transcreation/part2/stories/fire's_story.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_fire's_story.jpg,"a painting of two deer running away from a fire","a painting of two capybaras fleeing from a forest fire in the Brazilian rainforest","Enjoystick Ori and the Blind Forest - Tree Composition"
https://storage.googleapis.com/image-transcreation/part2/stories/reba_wants_ice_cream.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_reba_wants_ice_cream.jpg,"a girl standing in front of an ice cream cone","a girl standing in front of açaí bowl","Dani Rudz - Look Do Dia Plus Size"
https://storage.googleapis.com/image-transcreation/part2/stories/yes_you_can!.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_yes_you_can!.jpg,"a picture of a boy and a girl in a tree","a drawing of a boy and a girl in a mango tree","THE LITTLE PRINCE IN CORDEL"
https://storage.googleapis.com/image-transcreation/part2/stories/where_do_these_ants_go.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_where_do_these_ants_go.jpg,"a drawing of a cupboard filled with food","a drawing of a pantry filled with delicious Brazilian treats","charge cultura"
https://storage.googleapis.com/image-transcreation/part2/stories/happy_and_sad.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_happy_and_sad.jpg,"a cartoon of a woman holding a bottle","a cartoon of a woman holding a bottle of cachaça","charge cultura"
https://storage.googleapis.com/image-transcreation/part2/stories/tiu_id_nor_solaia_id.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_tiu_id_nor_solaia_id.jpg,"a drawing of a man sitting on a ladder","a picture of a man sitting on a ladder in Brazil","movimento brasil livre impeachment tom martins"
https://storage.googleapis.com/image-transcreation/part2/stories/my_body.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_my_body.jpg,"a drawing of a little girl jumping in the air","a picture of a little girl jumping high in the sky in Brazil","'Revista ''The Economist'' – November 14th 2009 – Brazil Takes Off'"
https://storage.googleapis.com/image-transcreation/part2/stories/different_people_with_different_hair.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_different_people_with_different_hair.jpg,"a girl in an orange dress holding a book","a girl in a bright yellow dress holding a colorful book","The Color Purple"
https://storage.googleapis.com/image-transcreation/part2/stories/la_pata_lupita.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_la_pata_lupita.jpg,"a duck and two ducklings in a pond with reeds","a mother duck and her two ducklings swimming in a lagoon surrounded by tall grasses","Swamp-Thing-TPB-2nd-Series-Collections---Volume-3"
https://storage.googleapis.com/image-transcreation/part2/stories/milk_is_good.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_milk_is_good.jpg,"a cartoon of a boy and a girl in a bedroom","a drawing of a boy and a girl in a bedroom in Brazil","VIAGENS CIENTÍFICAS; AS - AS AVENTURAS DO ZEZÉ"
https://storage.googleapis.com/image-transcreation/part2/stories/learning_at_home.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_learning_at_home.jpg,"a man is talking to a child about math","a man is teaching a child about numbers in Brazil","vovo-no-whatsapp-18"
https://storage.googleapis.com/image-transcreation/part2/stories/wiar_kobit-19.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_wiar_kobit-19.jpg,"a cartoon illustration of a man talking on the phone","a cartoon illustration of a man talking on the phone, wearing a traditional Brazilian hat and surrounded by colorful parrots","charge cultura"
https://storage.googleapis.com/image-transcreation/part2/stories/cat_and_dog_and_the_egg.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_cat_and_dog_and_the_egg.jpg,"a cartoon of two cats walking in front of a house","a cartoon of two cats walking in front of a colorful Brazilian house","O Macaco do Rabo Feliz"
https://storage.googleapis.com/image-transcreation/part2/stories/my_face_tells_a_story.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_my_face_tells_a_story.jpg,"a painting of a baby looking at the camera","a painting of a baby gazing at the camera, mesmerized by the bright colors and lively music of the Brazilian carnival","O Macaco do Rabo Feliz"
https://storage.googleapis.com/image-transcreation/part2/stories/monu_was_lost_and_found!.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_monu_was_lost_and_found!.jpg,"a black cat is standing in front of a group of children","A black jaguar is standing in front of a group of children in Brazil","Corpo de Cláudio ainda no local o assassinato"
https://storage.googleapis.com/image-transcreation/part2/stories/different_abilities.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_different_abilities.jpg,"a girl with crutches standing in front of a chalkboard","a girl with a cast on her leg standing in front of a blackboard","T-Shirt Beb� e Infantil HARD MILK"
https://storage.googleapis.com/image-transcreation/part2/stories/lara_the_yellow_ladybird.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_lara_the_yellow_ladybird.jpg,"lara the yellow ladybird","Lara, the yellow ladybug","misty-cosplay-pokemon (8)"
https://storage.googleapis.com/image-transcreation/part2/stories/friends.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/brazil/stories_friends.jpg,"a group of children standing together with a soccer ball","a group of children standing together with a football","Athletic Bilbao 12x1 Barcelona - 1931"
